attribute_set,attribute_group,frontend_label_0,attribute_code,frontend_label_1,description,frontend_input,options,note,is_global,is_filterable,is_required,default_value_text,is_unique,frontend_class,is_used_in_grid,is_searchable,search_weight,is_visible_in_advanced_search,is_filterable_in_grid,is_filterable_in_search,position,is_used_for_promo_rules,is_html_allowed_on_front,is_visible_on_front,used_in_product_listing,used_for_sort_by
Stabilizers,Product Details,Maximum Load,maximum_load,,,Dropdown,"Under 0.45 kg, 0.45 kg, 0.9 kg, 2.7 kg, 3.6 kg, 5 kg, 7.7 kg, 10.8 kg, 11.8 kg, 14.9 kg, 19 kg, 20.8 kg, 26.7 kg",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Optics,Product Details,Magnification,magnification,,,Dropdown,"2x, 4x, 5x, 6x, 6.5x, 7x, 8x, 8.5x, 9x, 10x, 11x, 12x, 14x, 15x, 16x, 18x, 20x, 25x, 28x, 30x, 32x, 34x, Zoom 5-15x, Zoom 6-18x, 7-15x, Zoom 7-20x, Zoom 7-21x, Zoom 8-16x, Zoom 8-24x, Zoom 9-27x, Zoom 10-22x, Zoom 10-30x, Zoom 12-60x, Zoom 15-35x, Zoom 15-80x, Zoom 18-40x, Zoom 18-52x, Zoom 20-100x, Zoom 20-140x, Zoom 25-125x",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Optics,Product Details,Objective Lens Diameter,objective_lens_diameter,,,Dropdown,"13mm, 15mm, 16mm, 17mm, 18mm, 20mm, 21mm, 22mm, 24mm, 25mm, 26mm, 28mm, 30mm, 32mm, 33mm, 34mm, 35mm, 36mm, 40mm, 42mm, 43mm, 44mm, 45mm, 50mm, 52mm, 54mm, 56mm, 60mm, 63mm, 70mm, 80mm",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Optics,Product Details,Size Class,size_class,,,Dropdown,"Pocket, Compact, Midsize, Full Size, Large, Giant, Requires Mounting",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Optics,Product Details,Prism System,prism_system,,,Dropdown,"Roof, Porro, Reverse Porro",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Optics,Product Details,Features,features_optics,,,Multiple Select,"Anti-Reflective Lenses, Astronomy, Compass, Double Hinge Bridge, Fogproof, High Powered, Image Stabilized, Marine, Multiple Eyepiece Options, Reticle, Shockproof, Tripod Socket, Tripod Adapter, Water Resistant, Waterproof, Wide Angle, Zoom",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,50,No,Yes,No,No,No
Optics,Product Details,Accessory Type,accessory_type_optics,,,Dropdown,"Accessory Kit, Adapter/Converter, Battery, Mounting Supplies",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Optics,Product Details,Body Design,body_design,,,Dropdown,"Angled, Straight",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Optics,Product Details,Scope Magnification,scope_magnification,,,Dropdown,"6-12x, 7-22x, 7-42x, 7.5-22.5x, 8-24x, 8-40x, 9-27x, 10-20x, 10-30x, 11-33x, 12-36x, 12-40x, 12-45x, 12-60x, 13-30x, 15-30x, 15-40x, 15-45x, 15-50x, 16-30x, 16-48x, 18-36x, 18-45x, 18-54x, 18-55x, 18-90x, 20-40x, 20-60x, 21-63x, 22-48x, 22-66x, 22-67x, 22-68x, 24-72x, 25-50x, 25-75x, 25-125x, 27-55x, 27-60x, 30-60x, 30-90x",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Optics,Product Details,Maximum Power,maximum_power,,,Dropdown,"125x, 90x, 75x, 72x, 68x, 67x, 66x, 63x, 60x, 55x, 54x, 50x, 48x, 45x, 42x, 40x, 36x, 33x, 30x, 27x, 24x, 22.5x, 22x, 20x, 12x",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Optics,Product Details,Minimum Power,minimum_power,,,Dropdown,"6x, 7x, 7.5x, 8x, 9x, 10x, 11x, 12x, 13x, 15x, 16x, 18x, 20x, 21x, 22x, 24x, 25x, 27x, 30x",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Optics,Product Details,Eyepiece Type,eyepiece_type,,,Dropdown,"Fixed Eyepieces, Zoom Eyepieces, Eyepiece Sets, Reticle Eyepieces",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Optics,Product Details,Telescope Type,telescope_type,,,Dropdown,"Reflecting Telescopes, Refracting Telescopes",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,50,No,Yes,No,No,No
Optics,Product Details,Aperture,aperture_optics,,,Dropdown,"2.4"" (60mm), 3.2"" (80mm), 3.5"" (90mm), 2.75"" (70mm), 4"" (102mm), 5"" (127mm), 6"" (150mm), 8"" (203mm), 9.25"" (235mm), 11"" (280mm)",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Optics,Product Details,Rangefinder Range,rangefinder_range,,,Dropdown,"1.6km, 1.8km, 1.9km, 2.1km, 2.3km, 2.4km, 2.7km, 2.9km, 3.1km, 3.2km, 4.0km, 6.0km, 6.4km",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Optics,Product Details,Rangefinder Type,rangefinder_type,,,Dropdown,"Binocular, Bow Mounted, Monocular, Spotting Scope, Weapon Mounted",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Camera Accessories,Product Details,Compatibility,compatibility,,,Dropdown,"Canon EOS R, Canon 5D Mark II, Canon 5D Mark III, Canon 5D Mark IV, Canon 5Ds / 5Ds R, Canon 6D, Canon 6D Mark II, Canon 7D, Canon 7D Mark II, Canon 20D, Canon 30D, Canon 40D, Canon 50D, Canon 60D, Canon 70D, Canon 77D, Canon 80D, Fuji GFX 50S, Fuji X-H1, Fuji X-T1, Fuji X-T2, Fuji X-T3, Leica S/S-E, Leica SL, Nikon Df, Nikon D4, Nikon D70, Nikon D70s, Nikon D80, Nikon D90, Nikon D200, Nikon D300, Nikon D300s, Nikon D500, Nikon D600/D610, Nikon D700, Nikon D750, Nikon D800/D810/810A, Nikon D850, Nikon D3100, Nikon D3200, Nikon D3300, Nikon D3400, Nikon D5000, Nikon D5100, Nikon D5200, Nikon D5300, Nikon D5500, Nikon D5600, Nikon D7000, Nikon D7100/D7200, Nikon D7500, Olympus E-620, Olympus E-M1, Olympus E-M1 II, Olympus E-M5, Olympus E-M5 II, Panasonic G9, Panasonic G85, Panasonic GH3, Panasonic GH4, Panasonic GH5, Panasonic S1, Panasonic S1R, Pentax K-1, Pentax K-1 II, Pentax K-3, Pentax K-3 II, Pentax KP, Pentax K-r, Sigma SD1 Merrill, Sigma SD14, Sigma sd Quattro, Sony A7/A7R/A7s, Sony A7II/A7RII/A7SII, Sony A7 III, Sony A7R III, Sony A9, Sony A77, Sony A77 II, Sony A99, Sony A99 II, Sony A6300, Sony A6500",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Camera Accessories,Product Details,Accessory Type,accessory_type_grip,,,Multiple Select,"Battery Grips, Battery Holders & Trays, Battery Chamber Covers, Shutter Cable",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Camera Accessories,Product Details,Remote Control Type,remote_control_type,,,Multiple Select,"Camera Adapters, Extension Cable, Remote Accessories, Threaded Cable Releases, Wired Remotes, Wireless Remotes",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Camera Accessories,Product Details,Triggered By,triggered_by,,,Multiple Select,"Bluetooth, Hand / Manually, Light / Lightning, Motion, Sound",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Camera Accessories,Product Details,Brand Compatibility,brand_compatibility,,,Dropdown,"Canon, Fujifilm, Leica, Nikon, Olympus, Panasonic, Pentax, Sony",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Camera Accessories,Product Details,Colour,colour_viewfinder,,,Dropdown,"Black, Silver",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Camera Accessories,Product Details,Diopter Correction,diopter_correction,,,Dropdown,"0, +0.5, +1.0, +2.0, +3.0, -0.5, -1.0, -2.0, -3.0, -4.0",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Camera Accessories,Product Details,Meter Type,meter_type,,,Dropdown,"Ambient Only, Color Temperature, Multi-Function, Spot Metering Capability",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Camera Accessories,Product Details,Connection Type,connection_type_cable,,,Dropdown,"Audio, Hot Shoe, FireWire, HDMI, Headphone, Microphone, Mini-HDMI, Sub Mini (2.5 mm), USB, Video",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Camera Accessories,"Film, Darkroom & Video Tapes",Film Type,film_type,,,Dropdown,"Instant Film, 35mm Film, 120 Film, Sheet Film, ",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Camera Accessories,"Film, Darkroom & Video Tapes",ISO,iso,,,Dropdown,"50, 80, 100, 125, 160, 200, 320, 400, 800, 3200",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Camera Accessories,"Film, Darkroom & Video Tapes",Format,format,,,Dropdown,"MiniDV, Digital 8",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Camera Accessories,"Film, Darkroom & Video Tapes",Length (Minutes),length_minutes,,,Dropdown,"Up to 30 Minutes, 31 to 60 Minutes, 61 to 120 Minutes, 121 to 150 Minutes, 151 Minutes & Up",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Memory & Storage,Product Details,Card Type,card_type,,,Dropdown,"CompactFlash, SDXC [64GB-1TB], SDHC [4-32GB], SD [2GB], Micro SDXC [64GB-1TB], Micro SDHC [4-32GB], CFast 2.0, XQD",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Memory & Storage,Product Details,Capacity,capacity,,,Dropdown,"1TB, 512GB, 480GB, 400GB, 256GB, 240GB, 200GB, 128GB, 120GB, 64GB, 60GB, 32GB, 30GB, 16GB, 8GB, 4GB, 2GB",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Memory & Storage,Product Details,Speed Class,speed_class,,,Dropdown,"V90, V60, V30, V10, U3, U1, Class 10, Class 4, A2, A1",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Memory & Storage,Product Details,Max Read Speed,max_read_speed,,,Dropdown,"687MB/s (4580x), 560MB/s (3700x), 550MB/s (3666x), 540MB/s (3600x), 530MB/s (3533x), 525MB/s (3500x), 515MB/s (3433x), 510MB/s (3400x), 440MB/s (2933x), 437MB/s (2913x), 312MB/s (2079x), 300MB/s (2000x), 285MB/s (1900x), 280MB/s (1866x), 275MB/s (1833x), 260MB/s (1733x), 250MB/s (1666x), 200MB/s (1333x), 170MB/s (1100x), 160MB/s (1066x), 160MB/s (1000x), 150MB/s (1000x), 120MB/s (800x), 100MB/s (667x), 95MB/s (633x), 94MB/s (620x), 90MB/s (600x), 85MB/s (566x), 80MB/s (533x), 75MB/s (500x), 70MB/s (462x), 45MB/s (300x), 40MB/s (266x), 30MB/s (200x), 24MB/s (163x), 21MB/s (140x), 20MB/s (133x)",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Memory & Storage,Product Details,Speed Compliance,speed_compliance,,,Dropdown,"Class 4, Class 10, UHS-I / Class 10, UHS-I, UHS-I U1, UHS-I U3, UHS-II U3, UHSII / V60, UHS-II / V90, UDMA 7 (167MB/s Max)",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,50,No,Yes,No,No,No
Memory & Storage,Product Details,Single or Multi-Card Reader,single_or_multi-card_reader,,,Dropdown,"Single Card Type, Multi-Format Card Type",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Memory & Storage,Product Details,Number of Cards,number_of_cards,,,Dropdown,"2, 3, 4, 6, 10, 12, 8, 20, 9, 15",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Memory & Storage,Product Details,Colour,colour_reader_case,,,Dropdown,"Black, Blue, Brown, Camouflage, Clear, Gray, Green, Red, Tan",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Memory & Storage,Product Details,USB Speed,usb_speed,,,Dropdown,"USB Type-C, USB 3.1 gen 2 (10Gb/s), USB 3.0/3.1 gen 1 (5Gb/s), USB 1.1/2.0 (480Mb/s), USB Micro, Lightning",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Power & Batteries,Product Details,Compatibility,compatibility,,,Dropdown,"Canon EOS R, Canon 5D Mark II, Canon 5D Mark III, Canon 5D Mark IV, Canon 5Ds / 5Ds R, Canon 6D, Canon 6D Mark II, Canon 7D, Canon 7D Mark II, Canon 20D, Canon 30D, Canon 40D, Canon 50D, Canon 60D, Canon 70D, Canon 77D, Canon 80D, Fuji GFX 50S, Fuji X-H1, Fuji X-T1, Fuji X-T2, Fuji X-T3, Leica S/S-E, Leica SL, Nikon Df, Nikon D4, Nikon D70, Nikon D70s, Nikon D80, Nikon D90, Nikon D200, Nikon D300, Nikon D300s, Nikon D500, Nikon D600/D610, Nikon D700, Nikon D750, Nikon D800/D810/810A, Nikon D850, Nikon D3100, Nikon D3200, Nikon D3300, Nikon D3400, Nikon D5000, Nikon D5100, Nikon D5200, Nikon D5300, Nikon D5500, Nikon D5600, Nikon D7000, Nikon D7100/D7200, Nikon D7500, Olympus E-620, Olympus E-M1, Olympus E-M1 II, Olympus E-M5, Olympus E-M5 II, Panasonic G9, Panasonic G85, Panasonic GH3, Panasonic GH4, Panasonic GH5, Panasonic S1, Panasonic S1R, Pentax K-1, Pentax K-1 II, Pentax K-3, Pentax K-3 II, Pentax KP, Pentax K-r, Sigma SD1 Merrill, Sigma SD14, Sigma sd Quattro, Sony A7/A7R/A7s, Sony A7II/A7RII/A7SII, Sony A7 III, Sony A7R III, Sony A9, Sony A77, Sony A77 II, Sony A99, Sony A99 II, Sony A6300, Sony A6500",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Power & Batteries,Product Details,Accessory Type,accessory_type_grip,,,Multiple Select,"Battery Grips, Battery Holders & Trays, Battery Chamber Covers, Shutter Cable",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Power & Batteries,Product Details,Brand Compatibility,brand_compatibility,,,Dropdown,"Canon, Fujifilm, Leica, Nikon, Olympus, Panasonic, Pentax, Sony",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Power & Batteries,Product Details,Battery Series,battery_series,,,Dropdown,"Canon EOS, Canon Powershot, Fuji FinePix, Nikon Coolpix, Nikon D Series, Olympus Digital Cameras, Panasonic Lumix, Sony Cybershot, Sony Mirrorless",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Tripods & Support,Product Details,Leg Lock Type,leg_lock_type,,,Dropdown,"Flip Lock, Twist Lock, Wing Nut",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Tripods & Support,Product Details,Maximum Height,maximum_height_tripods,,,Dropdown,"200cm, 195cm, 180cm, 170cm, 155cm, 140cm, 130cm, 115cm, 105cm, 90cm",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Tripods & Support,Product Details,Folded Length,folded_length,,,Dropdown,"30cm, 35cm, 40cm, 45cm, 50cm, 55cm, 60cm, 65cm, 70cm, 75cm, 80cm, 85cm, 90cm, 95cm, 100cm, 105cm",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Tripods & Support,Product Details,Support Weight,support_weight,,,Dropdown,"0.45kg, 1kg, 2kg, 3kg, 4kg, 5kg, 6kg, 7kg, 8kg, 9kg, 10kg, 11kg, 12kg, 13kg, 14kg, 15kg, 17kg, 18kg, 19kg, 20kg, 21kg, 22kg and higher",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Tripods & Support,Product Details,Material,material,,,Dropdown,"Aluminum, Carbon Fiber, Titanium Alloy, Magnesium Alloy",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Tripods & Support,Product Details,Lateral / 90-degree Center Column,lateral_90-degree_center_column,,,Dropdown,"Yes, No",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Tripods & Support,Product Details,Accessory Type,accessory_type_tripods,,,Multiple Select,"Adapters, Arms, Other Accessories, Center Columns, Replacement Parts, Dollies, Legs, Leg Covers & Wraps, Spikes & Feet, Spreaders",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Tripods & Support,Product Details,Head Type,head_type,,,Dropdown,"Ball Heads, Pan & Tilt Heads, Tilt Heads, Geared Heads, Gimbal Heads, Pistol Grip Heads, Other Head",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Tripods & Support,Product Details,Leg Sections,leg_sections,,,Dropdown,"1, 2, 3, 4, 5, 6",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Tripods & Support,Product Details,Leg Lock Type,leg_lock_type,,,Dropdown,"Flip Lock, Twist Lock, Wing Nut, Knob",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Tripods & Support,Product Details,Quick Release,quick_release,,,Dropdown,"With Quick Release, Without Quick Release",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Tripods & Support,Product Details,Colour,colour_tripod,,,Dropdown,"Black, Blue, Gold, Silver, Black/Blue, Gray, Green, Red, Orange, Titanium",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,50,No,Yes,No,No,No
Tripods & Support,Product Details,Length,length_tripod_case,,,Dropdown,"28cm, 30cm, 33cm, 38cm, 41cm, 43cm, 46cm, 48cm, 56cm, 58cm, 61cm, 63cm, 66cm, 68cm, 71cm, 73cm, 76cm, 79cm, 81cm, 83cm, 86cm, 88cm, 91cm, 93cm, 96cm, 99cm, 101cm, 104cm, 106cm, 109cm, 111cm, 114cm, 117cm, 119cm, 121cm, 124cm, 127cm, 129cm, 143cm, 139cm, 157cm, 165cm, 177cm",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Tripods & Support,Product Details,Mount Type,mount_type_camera,,,Dropdown,"Adhesive, Ball Heads, Car/Dashboard, Car Window, Clamp, Grip Head Mount, Handlebar/Pole, Magnetic, Rod Mount, Suction Cup , Table Top, Tripod Mount, Mount Accessories",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Tripods & Support,Product Details,Plate Type,plate_type,,,Dropdown,"Camera Base Plates, Battery Grip Base Plates, L-Bracket Plates, L-Bracket Battery Grip Plates, Nodal / Slider Rails, Stereo / Twin Brackets, Rotating Brackets, Tripod Head Quick Releases",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Tripods & Support,Product Details,Wheel Size,wheel_size,,,Dropdown,"7"", 6"", 5"", 4.9"", 4"", 3.9"", 3"", 2.5"", 2""",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Tripods & Support,Product Details,Features,tripod_features,,,Dropdown,"Adjustable Diameter, Cable Guards, Wheel Locks, (None of the Above)",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,60,No,Yes,No,No,No
Bags & Cases,Product Details,Bag Type,bag_type,,,Dropdown,"Attache/Briefcase, Messenger Bag, Shoulder Bag, Holster Case, Backpack, Rolling Case, Camera Pouch / Cover, Clutch, Lens Pouch, Cross Body, Tote, Waist Packs, Sling Bags",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,0,No,Yes,No,No,No
Bags & Cases,Product Details,Interior Length,interior_length,,,Dropdown,"8cm, 10cm, 13cm, 15cm, 18cm, 20cm, 23cm, 25cm, 28cm, 30cm, 33cm, 36cm, 38cm, 41cm, 43cm, 46cm, 48cm, 51cm, 53cm, 58cm, 66cm",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Bags & Cases,Product Details,Interior Width,interior_width,,,Dropdown,"5cm, 8cm, 10cm, 13cm, 15cm, 18cm, 20cm, 23cm, 25cm, 28cm, 30cm",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Bags & Cases,Product Details,Interior Height,interior_height,,,Dropdown,"5cm, 8cm, 10cm, 13cm, 15cm, 18cm, 20cm, 23cm, 25cm, 28cm, 30cm, 33cm, 36cm, 38cm, 41cm",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,50,No,Yes,No,No,No
Bags & Cases,Product Details,Exterior Dimensions LxWxH,exterior_dimensions_lxwxh,,,Dropdown,,,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Bags & Cases,Product Details,Size,size_bag,,,Dropdown,"Small: Up to 1 Body/1-2 Lenses/Acc, Medium: Up to 1-2 Bodies/2-4 Lenses/Acc, Large: Up to 1-2 Bodies/5-7 Lenses/Acc, X-Large: Up to 2-3 Bodies/8-10 Lenses, XX-Large: Up to 3-5 Bodies/11-13 Lenses",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Bags & Cases,Product Details,Colour,colour_bag,,,Dropdown,"Black, Blue, Brown, Camouflage, Gray, Green, Multicolor/Pattern, Orange, Pink, Red, Silver, Tan/Beige, White, Yellow",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,70,No,Yes,No,No,No
Bags & Cases,Product Details,Exterior Material,exterior_material,,,Dropdown,"Ballistic Nylon, Canvas, Cloth, Cordura/Kodra Nylon, Cotton, FibreNyte, Leather, Neoprene, Nylon, Polyester, Polyurethane, PVC, Synthetic, Tarpaulin, Not Specified by Manufacturer",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,80,No,Yes,No,No,No
Bags & Cases,Product Details,Type of Closure,type_of_closure,,,Dropdown,"Buckle, Button Stud, Clogball/Clog Bolt, Drawstring, Flap Closure, Hook, Hook & Loop, Latches, Magnetic, Metal Snap Hook, No Closure, Roll Top, Slip Lock, Snap Fastener, Turn Lock, Zipper",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,90,No,Yes,No,No,No
Bags & Cases,Product Details,Features,features_bag,,,Dropdown,"Tablet Pocket, Laptop Pocket, 10"" Laptop Pocket, 11"" Laptop Pocket, 12"" Laptop Pocket, 13"" Laptop Pocket, 14"" Laptop Pocket, 15"" Laptop Pocket, 15.4"" Laptop Pocket, 15.6"" Laptop Pocket, 17"" Laptop Pocket, Tripod Strap/Holder, Trolley Strap, Rain-Cover, Watertight",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,100,No,Yes,No,No,No
Bags & Cases,Product Details,Weight,weight_bag,,,Dropdown,"0.45kg, 0.9kg, 1.35kg, 1.8kg, 2.3kg, 3.15kg, ",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,71,No,Yes,No,No,No
Bags & Cases,Product Details,Carrying Options,carrying_options,,,Dropdown,"Sling, Backpack, Waist, Retractable Handle",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,81,No,Yes,No,No,No
Bags & Cases,Product Details,Gender,gender,,,Dropdown,"male, female",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,91,No,Yes,No,No,No
Bags & Cases,Product Details,Watertight,watertight,,,Dropdown,"Yes, No",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,100,No,Yes,No,No,No
Bags & Cases,Product Details,Wheels/Casters,wheels_casters,,,Dropdown,"With Wheels, WIthout Wheels",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,110,No,Yes,No,No,No
Bags & Cases,Product Details,Case Material,case_material,,,Dropdown,"ABS, Aluminum, Ballistic Nylon, HPX Resin, Nylon, NK-7 Resin, Plastic, Plywood, Plywood/ABS, Plywood/Fiberglass, Plywood/Laminate, Plywood/PVC, Polycarbonate, Polyester, Polyethylene, Polymer, Polypropylene, PVC, Polymer Resin",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Bags & Cases,Product Details,Waterproof Rating,waterproof_rating,,,Dropdown,"Class 1 Water Resistant for Light Rain, Class 2 Waterproof for Heavy Rain, Class 3 W/P Float/Handles Quick Submerse, 1m Waterproof, 2m Waterproof, 3m Waterproof, 4.5m Waterproof, 6m Waterproof, 9m Waterproof, 10m Waterproof, 30m Waterproof, 60m Waterproof, 90m Waterproof",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Bags & Cases,Product Details,Cover Length,cover_length,,,Dropdown,"20cm, 23cm, 25cm, 28cm, 30cm, 33cm, 36cm, 41cm, 43cm, 46cm, 51cm, 56cm, 58cm, 61cm, 64cm, 69cm, 76cm, 79cm, 99cm",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Bags & Cases,Product Details,Strap Material,material_strap,,,Dropdown,"Acrylic, Canvas, Canvas/Leather, Climbing Rope, Cotton, Cotton/Polyester Blend, Leather, Leather/Wool, Neoprene, Nylon, Nylon Paracord, Polyester, Polypropylene, Polyurethane Foam, PU Leather, Rayon/Cotton, Rubber, Silicone, Silk, Synthetic Rubber, Synthetic Leather, Velvet, Woven Silk",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,50,No,Yes,No,No,No
Bags & Cases,Product Details,Strap Length,strap_length,,,Dropdown,"3cm, 15cm, 20cm, 30cm, 35cm, 40cm, 45cm, 55cm, 60cm, 65cm, 70cm, 75cm, 80cm, 85cm, 90cm, 95cm, 100cm, 105cm, 110cm, 115cm, 120cm, 125cm, 130cm, 135cm, 140cm, 145cm, 150cm, 155cm, 160cm, 165cm, 170cm, 175cm, 180cm, 195cm, 205cm",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,60,No,Yes,No,No,No
Bags & Cases,Product Details,Strap Type,strap_type,,,Dropdown,"Neck/Shoulder, Wrist Strap, Hand Grip Strap, Harness, Flotation, Backpack Strap, Carabiner, Finger Cuff, Lens Strap, Lens Cradle, Strap Accessories",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Bags & Cases,Product Details,Adjustable Length,adjustable_length,,,Dropdown,"Adjustable Length, Fixed Length",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Bags & Cases,Product Details,Insert Type,instert_type,,,Dropdown,"Bag Dividers, Bottom Boards, Compartments/Partitions, Computer Sleeve Inserts, Insert Bags",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
